Economy_Label,Partner_Label,Index_Value,Index_Footnote,Index_MissingValue
"United Arab Emirates","Mauritania",0.2,,
"United Arab Emirates","Mauritius",0.4,,
"United Arab Emirates","Mayotte",0.27,,
"United Arab Emirates","Mexico",0.46,,
"United Arab Emirates","Micronesia (Federated States of)",0.2,,
"United Arab Emirates","Montenegro",0.21,,
"United Arab Emirates","Morocco",0.63,,
"United Arab Emirates","Mozambique",0.37,,
"United Arab Emirates","Myanmar",0.23,,
"United Arab Emirates","Namibia",0.36,,
"United Arab Emirates","Netherlands (Kingdom of the)",0.65,,
"United Arab Emirates","Netherlands Antilles",,,"Not applicable"
"United Arab Emirates","New Caledonia",0.26,,
"United Arab Emirates","New Zealand",0.33,,
"United Arab Emirates","Nicaragua",0.22,,
"United Arab Emirates","Nigeria",0.46,,
"United Arab Emirates","Niue",0.1,,
"United Arab Emirates","Norfolk Island",0.08,,
"United Arab Emirates","Northern Mariana Islands",0.2,,
"United Arab Emirates","Norway",0.22,,
"United Arab Emirates","Oman",0.53,,
"United Arab Emirates","Pakistan",0.55,,
"United Arab Emirates","Palau",0.17,,
"United Arab Emirates","Panama",0.45,,
"United Arab Emirates","Papua New Guinea",0.24,,
"United Arab Emirates","Paraguay",0.09,,
"United Arab Emirates","Peru",0.42,,
"United Arab Emirates","Philippines",0.33,,
"United Arab Emirates","Poland",0.46,,
"United Arab Emirates","Portugal",0.59,,
"United Arab Emirates","Puerto Rico",0.23,,
"United Arab Emirates","Qatar",0.47,,
"United Arab Emirates","Republic of Korea",0.68,,
"United Arab Emirates","Reunion",0.38,,
"United Arab Emirates","Romania",0.33,,
"United Arab Emirates","Russian Federation",0.39,,
"United Arab Emirates","Saint Helena",0.15,,
"United Arab Emirates","Saint Kitts and Nevis",0.17,,
"United Arab Emirates","Saint Lucia",0.22,,
"United Arab Emirates","Saint Pierre and Miquelon",0.15,,
"United Arab Emirates","Saint Vincent and the Grenadines",0.21,,
"United Arab Emirates","Samoa",0.22,,
"United Arab Emirates","Sao Tome and Principe",0.19,,
"United Arab Emirates","Saudi Arabia",0.63,,
"United Arab Emirates","Senegal",0.3,,
"United Arab Emirates","Serbia and Montenegro",,,"Not applicable"
"United Arab Emirates","Seychelles",0.31,,
"United Arab Emirates","Sierra Leone",0.21,,
"United Arab Emirates","Singapore",0.7,,
"United Arab Emirates","Sint Maarten (Dutch part)",0.23,,
"United Arab Emirates","Slovenia",0.36,,
"United Arab Emirates","Solomon Islands",0.23,,
"United Arab Emirates","Somalia",0.35,,
"United Arab Emirates","South Africa",0.46,,
"United Arab Emirates","Spain",0.66,,
"United Arab Emirates","Sri Lanka",0.65,,
"United Arab Emirates","Sudan",0.21,,
"United Arab Emirates","Sudan (...2011)",,,"Not applicable"
"United Arab Emirates","Suriname",0.24,,
"United Arab Emirates","Sweden",0.39,,
"United Arab Emirates","Syrian Arab Republic",0.31,,
"United Arab Emirates","Thailand",0.55,,
"United Arab Emirates","Timor-Leste",0.18,,
"United Arab Emirates","Togo",0.5,,
"United Arab Emirates","Tonga",0.22,,
"United Arab Emirates","Trinidad and Tobago",0.25,,
"United Arab Emirates","Tunisia",0.2,,
"United Arab Emirates","Turkiye",0.6,,
"United Arab Emirates","Turks and Caicos Islands",0.16,,
"United Arab Emirates","Tuvalu",0.09,,
"United Arab Emirates","Ukraine",0.19,,
"United Arab Emirates","United Arab Emirates",,,"Not applicable"
"United Arab Emirates","United Kingdom",0.65,,
"United Arab Emirates","United Republic of Tanzania",0.37,,
"United Arab Emirates","United States",0.59,,
"United Arab Emirates","United States Virgin Islands",0.2,,
"United Arab Emirates","Uruguay",0.35,,
"United Arab Emirates","Vanuatu",0.22,,
"United Arab Emirates","Venezuela (Bolivarian Rep. of)",0.23,,
"United Arab Emirates","Viet Nam",0.65,,
"United Arab Emirates","Wallis and Futuna Islands",0.09,,
"United Arab Emirates","Yemen",0.31,,
"United Kingdom","Albania",0.19,,
"United Kingdom","Algeria",0.25,,
"United Kingdom","American Samoa",0.24,,
"United Kingdom","Angola",0.43,,
"United Kingdom","Antigua and Barbuda",0.32,,
"United Kingdom","Argentina",0.45,,
"United Kingdom","Aruba",0.21,,
"United Kingdom","Australia",0.48,,
"United Kingdom","Bahamas",0.43,,
"United Kingdom","Bahrain",0.22,,
"United Kingdom","Bangladesh",0.27,,
"United Kingdom","Barbados",0.34,,
"United Kingdom","Belgium",0.77,,
"United Kingdom","Belize",0.29,,
"United Kingdom","Benin",0.41,,
"United Kingdom","Bermuda",0.16,,
"United Kingdom","Bonaire, Sint Eustatius and Saba",0.17,,
"United Kingdom","Brazil",0.54,,
"United Kingdom","British Virgin Islands",0.19,,
"United Kingdom","Brunei Darussalam",0.21,,
"United Kingdom","Bulgaria",0.23,,
"United Kingdom","Cabo Verde",0.18,,
"United Kingdom","Cambodia",0.25,,
"United Kingdom","Cameroon",0.41,,
"United Kingdom","Canada",0.57,,
"United Kingdom","Cayman Islands",0.17,,
"United Kingdom","Chile",0.48,,
"United Kingdom","China",0.72,,
"United Kingdom","China, Hong Kong SAR",0.55,,
"United Kingdom","China, Taiwan Province of",0.63,,
"United Kingdom","Christmas Island",0.17,,
"United Kingdom","Colombia",0.58,,
"United Kingdom","Comoros",0.21,,
"United Kingdom","Congo",0.49,,
"United Kingdom","Cook Islands",0.18,,
"United Kingdom","Costa Rica",0.43,,
"United Kingdom","Cote d'Ivoire",0.53,,
"United Kingdom","Croatia",0.36,,
"United Kingdom","Cuba",0.23,,
"United Kingdom","Curacao",0.31,,
"United Kingdom","Cyprus",0.34,,
"United Kingdom","Dem. Rep. of the Congo",0.27,,
"United Kingdom","Denmark",0.46,,
"United Kingdom","Djibouti",0.36,,
"United Kingdom","Dominica",0.31,,
"United Kingdom","Dominican Republic",0.55,,
"United Kingdom","Ecuador",0.51,,
"United Kingdom","Egypt",0.59,,
"United Kingdom","El Salvador",0.22,,
"United Kingdom","Equatorial Guinea",0.34,,
"United Kingdom","Eritrea",0.17,,
"United Kingdom","Estonia",0.3,,
"United Kingdom","Faroe Islands",0.29,,
"United Kingdom","Fiji",0.27,,
"United Kingdom","Finland",0.35,,
"United Kingdom","France",0.73,,
"United Kingdom","French Guiana",0.31,,
"United Kingdom","French Polynesia",0.35,,
"United Kingdom","Gabon",0.33,,
"United Kingdom","Gambia",0.19,,
"United Kingdom","Georgia",0.22,,
"United Kingdom","Germany",0.72,,
"United Kingdom","Ghana",0.52,,
"United Kingdom","Gibraltar",0.25,,
"United Kingdom","Greece",0.57,,
"United Kingdom","Greenland",0.19,,
"United Kingdom","Grenada",0.31,,
"United Kingdom","Guadeloupe",0.4,,
"United Kingdom","Guam",0.23,,
"United Kingdom","Guatemala",0.38,,
"United Kingdom","Guinea",0.32,,
"United Kingdom","Guinea-Bissau",0.2,,
"United Kingdom","Guyana",0.32,,
"United Kingdom","Haiti",0.23,,
"United Kingdom","Honduras",0.27,,
"United Kingdom","Iceland",0.3,,
"United Kingdom","India",0.66,,
"United Kingdom","Indonesia",0.36,,
"United Kingdom","Iran (Islamic Republic of)",0.33,,
"United Kingdom","Iraq",0.4,,
"United Kingdom","Ireland",0.35,,
"United Kingdom","Israel",0.42,,
"United Kingdom","Italy",0.7,,
"United Kingdom","Jamaica",0.53,,
"United Kingdom","Japan",0.56,,
"United Kingdom","Jordan",0.37,,
"United Kingdom","Kenya",0.33,,
"United Kingdom","Kiribati",0.22,,
"United Kingdom","Kuwait",0.25,,
"United Kingdom","Latvia",0.33,,
"United Kingdom","Lebanon",0.43,,
"United Kingdom","Liberia",0.22,,
"United Kingdom","Libya",0.31,,
"United Kingdom","Lithuania",0.44,,
"United Kingdom","Madagascar",0.23,,
"United Kingdom","Malaysia",0.66,,
"United Kingdom","Maldives",0.21,,
"United Kingdom","Malta",0.51,,
"United Kingdom","Marshall Islands",0.23,,
"United Kingdom","Martinique",0.39,,
"United Kingdom","Mauritania",0.22,,
"United Kingdom","Mauritius",0.4,,
"United Kingdom","Mayotte",0.21,,
"United Kingdom","Mexico",0.58,,
"United Kingdom","Micronesia (Federated States of)",0.21,,
"United Kingdom","Montenegro",0.22,,
"United Kingdom","Morocco",0.7,,
"United Kingdom","Mozambique",0.31,,
"United Kingdom","Myanmar",0.24,,
"United Kingdom","Namibia",0.45,,
"United Kingdom","Netherlands (Kingdom of the)",0.79,,
"United Kingdom","Netherlands Antilles",,,"Not applicable"
"United Kingdom","New Caledonia",0.35,,
"United Kingdom","New Zealand",0.42,,
"United Kingdom","Nicaragua",0.23,,
"United Kingdom","Nigeria",0.5,,
"United Kingdom","Niue",0.17,,
"United Kingdom","Norfolk Island",0.15,,
"United Kingdom","Northern Mariana Islands",0.2,,
"United Kingdom","Norway",0.31,,
"United Kingdom","Oman",0.52,,
"United Kingdom","Pakistan",0.52,,
"United Kingdom","Palau",0.18,,
"United Kingdom","Panama",0.58,,
"United Kingdom","Papua New Guinea",0.26,,
"United Kingdom","Paraguay",0.17,,
"United Kingdom","Peru",0.53,,
"United Kingdom","Philippines",0.33,,
"United Kingdom","Poland",0.56,,
"United Kingdom","Portugal",0.63,,
"United Kingdom","Puerto Rico",0.25,,
"United Kingdom","Qatar",0.41,,
"United Kingdom","Republic of Korea",0.69,,
"United Kingdom","Reunion",0.39,,
"United Kingdom","Romania",0.28,,
"United Kingdom","Russian Federation",0.35,,
"United Kingdom","Saint Helena",0.16,,
"United Kingdom","Saint Kitts and Nevis",0.19,,
"United Kingdom","Saint Lucia",0.32,,
"United Kingdom","Saint Pierre and Miquelon",0.15,,
"United Kingdom","Saint Vincent and the Grenadines",0.31,,
"United Kingdom","Samoa",0.24,,
"United Kingdom","Sao Tome and Principe",0.2,,
"United Kingdom","Saudi Arabia",0.6,,
"United Kingdom","Senegal",0.39,,
"United Kingdom","Serbia and Montenegro",,,"Not applicable"
"United Kingdom","Seychelles",0.25,,
"United Kingdom","Sierra Leone",0.22,,
"United Kingdom","Singapore",0.7,,
"United Kingdom","Sint Maarten (Dutch part)",0.34,,
"United Kingdom","Slovenia",0.37,,
"United Kingdom","Solomon Islands",0.25,,
"United Kingdom","Somalia",0.28,,
"United Kingdom","South Africa",0.47,,
"United Kingdom","Spain",0.75,,
"United Kingdom","Sri Lanka",0.65,,
"United Kingdom","Sudan",0.21,,
"United Kingdom","Sudan (...2011)",,,"Not applicable"
"United Kingdom","Suriname",0.35,,
"United Kingdom","Sweden",0.48,,
"United Kingdom","Syrian Arab Republic",0.26,,
"United Kingdom","Thailand",0.53,,
"United Kingdom","Timor-Leste",0.18,,
"United Kingdom","Togo",0.53,,
"United Kingdom","Tonga",0.24,,
"United Kingdom","Trinidad and Tobago",0.37,,
"United Kingdom","Tunisia",0.21,,
"United Kingdom","Turkiye",0.61,,
"United Kingdom","Turks and Caicos Islands",0.16,,
"United Kingdom","Tuvalu",0.09,,
"United Kingdom","Ukraine",0.2,,
"United Kingdom","United Arab Emirates",0.65,,
"United Kingdom","United Kingdom",,,"Not applicable"
"United Kingdom","United Republic of Tanzania",0.31,,
"United Kingdom","United States",0.68,,
"United Kingdom","United States Virgin Islands",0.22,,
"United Kingdom","Uruguay",0.44,,
"United Kingdom","Vanuatu",0.24,,
"United Kingdom","Venezuela (Bolivarian Rep. of)",0.32,,
"United Kingdom","Viet Nam",0.63,,
"United Kingdom","Wallis and Futuna Islands",0.17,,
"United Kingdom","Yemen",0.25,,
"United Republic of Tanzania","Albania",0.17,,
"United Republic of Tanzania","Algeria",0.21,,
"United Republic of Tanzania","American Samoa",0.19,,
"United Republic of Tanzania","Angola",0.23,,
"United Republic of Tanzania","Antigua and Barbuda",0.12,,
"United Republic of Tanzania","Argentina",0.24,,
"United Republic of Tanzania","Aruba",0.11,,
"United Republic of Tanzania","Australia",0.27,,
"United Republic of Tanzania","Bahamas",0.23,,
"United Republic of Tanzania","Bahrain",0.2,,
"United Republic of Tanzania","Bangladesh",0.23,,
"United Republic of Tanzania","Barbados",0.13,,
"United Republic of Tanzania","Belgium",0.31,,
"United Republic of Tanzania","Belize",0.11,,
"United Republic of Tanzania","Benin",0.25,,
"United Republic of Tanzania","Bermuda",0.08,,
"United Republic of Tanzania","Bonaire, Sint Eustatius and Saba",0.08,,
"United Republic of Tanzania","Brazil",0.26,,
"United Republic of Tanzania","British Virgin Islands",0.09,,
"United Republic of Tanzania","Brunei Darussalam",0.19,,
"United Republic of Tanzania","Bulgaria",0.2,,
"United Republic of Tanzania","Cabo Verde",0.1,,
"United Republic of Tanzania","Cambodia",0.21,,
"United Republic of Tanzania","Cameroon",0.23,,
"United Republic of Tanzania","Canada",0.28,,
"United Republic of Tanzania","Cayman Islands",0.08,,
"United Republic of Tanzania","Chile",0.24,,
"United Republic of Tanzania","China",0.38,,
"United Republic of Tanzania","China, Hong Kong SAR",0.29,,
"United Republic of Tanzania","China, Taiwan Province of",0.29,,
"United Republic of Tanzania","Christmas Island",0.15,,
"United Republic of Tanzania","Colombia",0.27,,
"United Republic of Tanzania","Comoros",0.25,,
"United Republic of Tanzania","Congo",0.24,,
"United Republic of Tanzania","Cook Islands",0.09,,
"United Republic of Tanzania","Costa Rica",0.25,,
"United Republic of Tanzania","Cote d'Ivoire",0.26,,
"United Republic of Tanzania","Croatia",0.22,,
"United Republic of Tanzania","Cuba",0.18,,
"United Republic of Tanzania","Curacao",0.12,,
"United Republic of Tanzania","Cyprus",0.21,,
"United Republic of Tanzania","Dem. Rep. of the Congo",0.11,,
"United Republic of Tanzania","Denmark",0.24,,
"United Republic of Tanzania","Djibouti",0.33,,
"United Republic of Tanzania","Dominica",0.11,,
"United Republic of Tanzania","Dominican Republic",0.26,,
"United Republic of Tanzania","Ecuador",0.26,,
"United Republic of Tanzania","Egypt",0.36,,
"United Republic of Tanzania","El Salvador",0.12,,
"United Republic of Tanzania","Equatorial Guinea",0.14,,
"United Republic of Tanzania","Eritrea",0.16,,
"United Republic of Tanzania","Estonia",0.12,,
"United Republic of Tanzania","Faroe Islands",0.11,,
"United Republic of Tanzania","Fiji",0.21,,
"United Republic of Tanzania","Finland",0.22,,
"United Republic of Tanzania","France",0.3,,
"United Republic of Tanzania","French Guiana",0.12,,
"United Republic of Tanzania","French Polynesia",0.15,,
"United Republic of Tanzania","Gabon",0.14,,
"United Republic of Tanzania","Gambia",0.1,,
"United Republic of Tanzania","Georgia",0.18,,
"United Republic of Tanzania","Germany",0.3,,
"United Republic of Tanzania","Ghana",0.26,,
"United Republic of Tanzania","Gibraltar",0.09,,
"United Republic of Tanzania","Greece",0.27,,
"United Republic of Tanzania","Greenland",0.1,,
"United Republic of Tanzania","Grenada",0.12,,
"United Republic of Tanzania","Guadeloupe",0.22,,
"United Republic of Tanzania","Guam",0.19,,
"United Republic of Tanzania","Guatemala",0.24,,
"United Republic of Tanzania","Guinea",0.2,,
"United Republic of Tanzania","Guinea-Bissau",0.1,,
"United Republic of Tanzania","Guyana",0.12,,
"United Republic of Tanzania","Haiti",0.13,,
"United Republic of Tanzania","Honduras",0.16,,
"United Republic of Tanzania","Iceland",0.12,,
"United Republic of Tanzania","India",0.37,,
"United Republic of Tanzania","Indonesia",0.27,,
"United Republic of Tanzania","Iran (Islamic Republic of)",0.29,,
"United Republic of Tanzania","Iraq",0.25,,
"United Republic of Tanzania","Ireland",0.22,,
"United Republic of Tanzania","Israel",0.24,,
"United Republic of Tanzania","Italy",0.37,,
"United Republic of Tanzania","Jamaica",0.25,,
"United Republic of Tanzania","Japan",0.28,,
"United Republic of Tanzania","Jordan",0.26,,
"United Republic of Tanzania","Kenya",0.34,,
"United Republic of Tanzania","Kiribati",0.18,,
"United Republic of Tanzania","Kuwait",0.22,,
"United Republic of Tanzania","Latvia",0.21,,
"United Republic of Tanzania","Lebanon",0.25,,
"United Republic of Tanzania","Liberia",0.12,,
"United Republic of Tanzania","Libya",0.24,,
"United Republic of Tanzania","Lithuania",0.23,,
"United Republic of Tanzania","Madagascar",0.21,,
"United Republic of Tanzania","Malaysia",0.37,,
"United Republic of Tanzania","Maldives",0.26,,
"United Republic of Tanzania","Malta",0.25,,
"United Republic of Tanzania","Marshall Islands",0.19,,
"United Republic of Tanzania","Martinique",0.22,,
"United Republic of Tanzania","Mauritania",0.12,,
"United Republic of Tanzania","Mauritius",0.24,,
"United Republic of Tanzania","Mayotte",0.18,,
"United Republic of Tanzania","Mexico",0.27,,
"United Republic of Tanzania","Micronesia (Federated States of)",0.17,,
"United Republic of Tanzania","Montenegro",0.19,,
"United Republic of Tanzania","Morocco",0.3,,
"United Republic of Tanzania","Mozambique",0.32,,
"United Republic of Tanzania","Myanmar",0.21,,
"United Republic of Tanzania","Namibia",0.31,,
"United Republic of Tanzania","Netherlands (Kingdom of the)",0.31,,
"United Republic of Tanzania","Netherlands Antilles",,,"Not applicable"
"United Republic of Tanzania","New Caledonia",0.21,,
"United Republic of Tanzania","New Zealand",0.25,,
"United Republic of Tanzania","Nicaragua",0.13,,
"United Republic of Tanzania","Nigeria",0.26,,
"United Republic of Tanzania","Niue",0.09,,
"United Republic of Tanzania","Norfolk Island",0.07,,
"United Republic of Tanzania","Northern Mariana Islands",0.11,,
"United Republic of Tanzania","Norway",0.12,,
"United Republic of Tanzania","Oman",0.35,,
"United Republic of Tanzania","Pakistan",0.29,,
"United Republic of Tanzania","Palau",0.09,,
"United Republic of Tanzania","Panama",0.28,,
"United Republic of Tanzania","Papua New Guinea",0.21,,
"United Republic of Tanzania","Paraguay",0.08,,
"United Republic of Tanzania","Peru",0.26,,
"United Republic of Tanzania","Philippines",0.25,,
"United Republic of Tanzania","Poland",0.25,,
"United Republic of Tanzania","Portugal",0.28,,
"United Republic of Tanzania","Puerto Rico",0.14,,
"United Republic of Tanzania","Qatar",0.26,,
"United Republic of Tanzania","Republic of Korea",0.3,,
"United Republic of Tanzania","Reunion",0.23,,
"United Republic of Tanzania","Romania",0.23,,
"United Republic of Tanzania","Russian Federation",0.27,,
"United Republic of Tanzania","Saint Helena",0.15,,
"United Republic of Tanzania","Saint Kitts and Nevis",0.09,,
"United Republic of Tanzania","Saint Lucia",0.12,,
"United Republic of Tanzania","Saint Pierre and Miquelon",0.08,,
"United Republic of Tanzania","Saint Vincent and the Grenadines",0.11,,
"United Republic of Tanzania","Samoa",0.19,,
"United Republic of Tanzania","Sao Tome and Principe",0.1,,
"United Republic of Tanzania","Saudi Arabia",0.36,,
"United Republic of Tanzania","Senegal",0.24,,
"United Republic of Tanzania","Serbia and Montenegro",,,"Not applicable"
"United Republic of Tanzania","Seychelles",0.28,,
"United Republic of Tanzania","Sierra Leone",0.12,,
"United Republic of Tanzania","Singapore",0.38,,
"United Republic of Tanzania","Sint Maarten (Dutch part)",0.13,,
"United Republic of Tanzania","Slovenia",0.23,,
"United Republic of Tanzania","Solomon Islands",0.2,,
"United Republic of Tanzania","Somalia",0.24,,
"United Republic of Tanzania","South Africa",0.34,,
"United Republic of Tanzania","Spain",0.31,,
"United Republic of Tanzania","Sri Lanka",0.37,,
"United Republic of Tanzania","Sudan",0.19,,
"United Republic of Tanzania","Sudan (...2011)",,,"Not applicable"
"United Republic of Tanzania","Suriname",0.13,,
"United Republic of Tanzania","Sweden",0.24,,
"United Republic of Tanzania","Syrian Arab Republic",0.21,,
"United Republic of Tanzania","Thailand",0.27,,
"United Republic of Tanzania","Timor-Leste",0.16,,
"United Republic of Tanzania","Togo",0.26,,
"United Republic of Tanzania","Tonga",0.19,,
"United Republic of Tanzania","Trinidad and Tobago",0.14,,
"United Republic of Tanzania","Tunisia",0.18,,
"United Republic of Tanzania","Turkiye",0.36,,
"United Republic of Tanzania","Turks and Caicos Islands",0.08,,
"United Republic of Tanzania","Tuvalu",0.08,,
"United Republic of Tanzania","Ukraine",0.18,,
"United Republic of Tanzania","United Arab Emirates",0.37,,
"United Republic of Tanzania","United Kingdom",0.31,,
"United Republic of Tanzania","United Republic of Tanzania",,,"Not applicable"
"United Republic of Tanzania","United States",0.31,,
"United Republic of Tanzania","United States Virgin Islands",0.1,,
"United Republic of Tanzania","Uruguay",0.24,,
"United Republic of Tanzania","Vanuatu",0.19,,
"United Republic of Tanzania","Venezuela (Bolivarian Rep. of)",0.13,,
"United Republic of Tanzania","Viet Nam",0.35,,
"United Republic of Tanzania","Wallis and Futuna Islands",0.08,,
"United Republic of Tanzania","Yemen",0.22,,
"United States","Albania",0.19,,
"United States","Algeria",0.25,,
"United States","American Samoa",0.31,,
"United States","Angola",0.42,,
"United States","Antigua and Barbuda",0.32,,
"United States","Argentina",0.46,,
"United States","Aruba",0.28,,
"United States","Australia",0.48,,
"United States","Bahamas",0.43,,
"United States","Bahrain",0.23,,
"United States","Bangladesh",0.27,,
"United States","Barbados",0.33,,
"United States","Belgium",0.66,,
"United States","Belize",0.29,,
"United States","Benin",0.41,,
"United States","Bermuda",0.22,,
"United States","Bonaire, Sint Eustatius and Saba",0.17,,
"United States","Brazil",0.54,,
"United States","British Virgin Islands",0.26,,
"United States","Brunei Darussalam",0.21,,
"United States","Bulgaria",0.23,,
"United States","Cabo Verde",0.19,,
"United States","Cambodia",0.25,,
"United States","Cameroon",0.41,,
"United States","Canada",0.58,,
"United States","Cayman Islands",0.23,,
"United States","Chile",0.48,,
"United States","China",0.66,,
"United States","China, Hong Kong SAR",0.58,,
"United States","China, Taiwan Province of",0.59,,
"United States","Christmas Island",0.18,,
"United States","Colombia",0.59,,
"United States","Comoros",0.21,,
"United States","Congo",0.42,,
"United States","Cook Islands",0.18,,
"United States","Costa Rica",0.43,,
"United States","Cote d'Ivoire",0.44,,
"United States","Croatia",0.35,,
"United States","Cuba",0.3,,
"United States","Curacao",0.32,,
"United States","Cyprus",0.27,,
"United States","Dem. Rep. of the Congo",0.21,,
"United States","Denmark",0.45,,
"United States","Djibouti",0.37,,
"United States","Dominica",0.31,,
"United States","Dominican Republic",0.56,,
"United States","Ecuador",0.51,,
"United States","Egypt",0.57,,
"United States","El Salvador",0.22,,
"United States","Equatorial Guinea",0.33,,
"United States","Eritrea",0.17,,
"United States","Estonia",0.23,,
"United States","Faroe Islands",0.22,,
"United States","Fiji",0.27,,
"United States","Finland",0.28,,
"United States","France",0.65,,
"United States","French Guiana",0.24,,
"United States","French Polynesia",0.35,,
"United States","Gabon",0.33,,
"United States","Gambia",0.19,,
"United States","Georgia",0.22,,
"United States","Germany",0.62,,
"United States","Ghana",0.51,,
"United States","Gibraltar",0.19,,
"United States","Greece",0.53,,
"United States","Greenland",0.19,,
"United States","Grenada",0.31,,
"United States","Guadeloupe",0.33,,
"United States","Guam",0.3,,
"United States","Guatemala",0.46,,
"United States","Guinea",0.26,,
"United States","Guinea-Bissau",0.2,,
"United States","Guyana",0.32,,
"United States","Haiti",0.3,,
"United States","Honduras",0.34,,
"United States","Iceland",0.29,,
"United States","India",0.61,,
"United States","Indonesia",0.44,,
"United States","Iran (Islamic Republic of)",0.34,,
"United States","Iraq",0.47,,
"United States","Ireland",0.34,,
"United States","Israel",0.42,,
"United States","Italy",0.63,,
"United States","Jamaica",0.54,,
"United States","Japan",0.58,,
"United States","Jordan",0.37,,
"United States","Kenya",0.32,,
"United States","Kiribati",0.22,,
"United States","Kuwait",0.25,,
"United States","Latvia",0.26,,
"United States","Lebanon",0.37,,
"United States","Liberia",0.22,,
"United States","Libya",0.3,,
"United States","Lithuania",0.37,,
"United States","Madagascar",0.23,,
"United States","Malaysia",0.61,,
"United States","Maldives",0.21,,
"United States","Malta",0.51,,
"United States","Marshall Islands",0.24,,
"United States","Martinique",0.32,,
"United States","Mauritania",0.22,,
"United States","Mauritius",0.34,,
"United States","Mayotte",0.21,,
"United States","Mexico",0.59,,
"United States","Micronesia (Federated States of)",0.21,,
"United States","Montenegro",0.22,,
"United States","Morocco",0.62,,
"United States","Mozambique",0.37,,
"United States","Myanmar",0.24,,
"United States","Namibia",0.45,,
"United States","Netherlands (Kingdom of the)",0.68,,
"United States","Netherlands Antilles",,,"Not applicable"
"United States","New Caledonia",0.36,,
"United States","New Zealand",0.43,,
"United States","Nicaragua",0.3,,
"United States","Nigeria",0.49,,
"United States","Niue",0.17,,
"United States","Norfolk Island",0.15,,
"United States","Northern Mariana Islands",0.21,,
"United States","Norway",0.23,,
"United States","Oman",0.53,,
"United States","Pakistan",0.54,,
"United States","Palau",0.18,,
"United States","Panama",0.59,,
"United States","Papua New Guinea",0.26,,
"United States","Paraguay",0.17,,
"United States","Peru",0.53,,
"United States","Philippines",0.34,,
"United States","Poland",0.42,,
"United States","Portugal",0.57,,
"United States","Puerto Rico",0.33,,
"United States","Qatar",0.41,,
"United States","Republic of Korea",0.64,,
"United States","Reunion",0.33,,
"United States","Romania",0.28,,
"United States","Russian Federation",0.41,,
"United States","Saint Helena",0.16,,
"United States","Saint Kitts and Nevis",0.26,,
"United States","Saint Lucia",0.32,,
"United States","Saint Pierre and Miquelon",0.15,,
"United States","Saint Vincent and the Grenadines",0.3,,
"United States","Samoa",0.31,,
"United States","Sao Tome and Principe",0.2,,
"United States","Saudi Arabia",0.57,,
"United States","Senegal",0.39,,
"United States","Serbia and Montenegro",,,"Not applicable"
"United States","Seychelles",0.25,,
"United States","Sierra Leone",0.22,,
"United States","Singapore",0.64,,
"United States","Sint Maarten (Dutch part)",0.34,,
"United States","Slovenia",0.37,,
"United States","Solomon Islands",0.25,,
"United States","Somalia",0.28,,
"United States","South Africa",0.47,,
"United States","Spain",0.66,,
"United States","Sri Lanka",0.59,,
"United States","Sudan",0.21,,
"United States","Sudan (...2011)",,,"Not applicable"
"United States","Suriname",0.34,,
"United States","Sweden",0.47,,
"United States","Syrian Arab Republic",0.25,,
"United States","Thailand",0.54,,
"United States","Timor-Leste",0.19,,
"United States","Togo",0.51,,
"United States","Tonga",0.24,,
"United States","Trinidad and Tobago",0.37,,
"United States","Tunisia",0.21,,
"United States","Turkiye",0.59,,
"United States","Turks and Caicos Islands",0.23,,
"United States","Tuvalu",0.09,,
"United States","Ukraine",0.2,,
"United States","United Arab Emirates",0.59,,
"United States","United Kingdom",0.68,,
"United States","United Republic of Tanzania",0.31,,
"United States","United States",,,"Not applicable"
"United States","United States Virgin Islands",0.29,,
"United States","Uruguay",0.45,,
"United States","Vanuatu",0.25,,
"United States","Venezuela (Bolivarian Rep. of)",0.33,,
"United States","Viet Nam",0.57,,
"United States","Wallis and Futuna Islands",0.17,,
"United States","Yemen",0.25,,
"United States Virgin Islands","Albania",0.09,,
"United States Virgin Islands","Algeria",0.1,,
"United States Virgin Islands","American Samoa",0.17,,
"United States Virgin Islands","Angola",0.18,,
"United States Virgin Islands","Antigua and Barbuda",0.26,,
"United States Virgin Islands","Argentina",0.18,,
"United States Virgin Islands","Aruba",0.16,,
"United States Virgin Islands","Australia",0.18,,
"United States Virgin Islands","Bahamas",0.18,,
"United States Virgin Islands","Bahrain",0.09,,
"United States Virgin Islands","Bangladesh",0.1,,
"United States Virgin Islands","Barbados",0.25,,
"United States Virgin Islands","Belgium",0.21,,
"United States Virgin Islands","Belize",0.16,,
"United States Virgin Islands","Benin",0.18,,
"United States Virgin Islands","Bermuda",0.15,,
"United States Virgin Islands","Bonaire, Sint Eustatius and Saba",0.08,,
"United States Virgin Islands","Brazil",0.19,,
"United States Virgin Islands","British Virgin Islands",0.23,,
"United States Virgin Islands","Brunei Darussalam",0.09,,
"United States Virgin Islands","Bulgaria",0.1,,
"United States Virgin Islands","Cabo Verde",0.09,,
"United States Virgin Islands","Cambodia",0.1,,
"United States Virgin Islands","Cameroon",0.18,,
"United States Virgin Islands","Canada",0.26,,
"United States Virgin Islands","Cayman Islands",0.15,,
"United States Virgin Islands","Chile",0.17,,
"United States Virgin Islands","China",0.21,,
"United States Virgin Islands","China, Hong Kong SAR",0.19,,
"United States Virgin Islands","China, Taiwan Province of",0.19,,
